gene,symbol,outcome,mr_b,mr_p,gwas_min_p,eqtl_F_max,nsnp,pp4,ok,note
ENSG00000058668,ATP2B4,t2d,0.184350773296296,0.37951629965665,9.992e-05,8.3114,3011,0.00649957996040548,TRUE,""
ENSG00000058673,ZC3H11A,t2d,-0.206625191375781,0.241529980712954,9.992e-05,6.7458,2891,0.0105597020232523,TRUE,""
ENSG00000058799,YIPF1,t2d,-0.0535930470697589,0.538300749018723,0.001828,15.9323,2613,0.00449717639192144,TRUE,""
ENSG00000058804,TMEM48,t2d,-0.0227320926100918,0.918637187546825,0.001828,12.373,2451,0.00885725987256922,TRUE,""
ENSG00000060642,PIGV,t2d,-0.0392337348216462,0.583272359031022,1.251e-07,35.7765,1534,0.000620041998032759,TRUE,""
ENSG00000060688,SNRNP40,t2d,-0.0809126904805045,0.240860172222203,0.0001701,19.0031,1886,0.0072084847719998,TRUE,""
ENSG00000064703,DDX20,t2d,0.309818614952279,0.018242656741904,2e-07,16.5164,2834,0.0103440734506577,TRUE,""
ENSG00000064886,CHI3L2,t2d,0.0185289196051468,0.446439900793938,2e-07,92.2534,3521,0.000734318210241972,TRUE,""
ENSG00000065135,GNAI3,t2d,-0.0640428667993299,0.0174901952609433,2.834e-06,67.5356,1870,0.0309820478783085,TRUE,""
ENSG00000065526,SPEN,t2d,0.156986881749719,0.298190056765754,1.768e-05,14.5999,2143,0.00601066396974076,TRUE,""
ENSG00000065600,TMEM206,t2d,0.116651862739402,0.00711617802759201,0.0003937,30.247,3859,0.104704939562522,TRUE,""
ENSG00000066027,PPP2R5A,t2d,0.0801277934177282,0.00987296951387506,0.0003937,94.0222,4052,0.00413318987881594,TRUE,""
ENSG00000066135,KDM4A,t2d,0.395970715874508,0.139467268273578,0.0009271,5.9585,2193,0.0138951863591879,TRUE,""
ENSG00000066136,NFYC,t2d,0.0366268135722146,0.571213608372943,0.001053,22.7997,2780,0.00445177385142931,TRUE,""
ENSG00000066185,ZMYND12,t2d,0.00708826637668285,0.903298715719088,2.469e-05,32.6455,2551,0.00452170231035181,TRUE,""
ENSG00000066294,CD84,t2d,0.108055490451663,0.1189465602517,0.001063,39.2343,3087,0.0209553311027646,TRUE,""
ENSG00000066322,ELOVL1,t2d,0.34369413031481,0.0133475505995448,0.0009271,9.9952,2322,0.0609429155846597,TRUE,""
ENSG00000066557,LRRC40,t2d,-0.0454452822927671,0.865291015895293,0.0002827,7.4371,2795,0.00522629056090418,TRUE,""
ENSG00000067208,EVI5,t2d,0.165786344134782,0.112027144098557,0.0003562,21.9358,1880,0.0221969981458226,TRUE,""
ENSG00000067533,RRP15,t2d,0.0521906023937033,0.210145825782093,7.065e-10,33.7023,4100,0.00768969021549456,TRUE,""
ENSG00000069248,NUP133,t2d,-0.167072968733533,0.00154196956893995,1.864e-09,32.3289,2894,0.00248231694322374,TRUE,""
ENSG00000070759,TESK2,t2d,-0.0817077029206886,0.0250580703520265,0.0007634,38.5594,2143,0.0441708018030877,TRUE,""
ENSG00000070785,EIF2B3,t2d,-0.310556345640848,0.0979728043012186,0.0007634,7.2579,1997,0.0171206291673051,TRUE,""
ENSG00000070831,CDC42,t2d,0.0234276026811419,0.546901495685383,0.0006609,37.8295,2806,0.0161472111868055,TRUE,""
ENSG00000072694,FCGR2B,t2d,0.0260887023361513,0.501500208935513,0.001249,65.4578,3516,0.00884693954365659,TRUE,""
ENSG00000073756,PTGS2,t2d,-0.0956405849551606,0.531013826788052,0.0007202,29.2672,3322,0.0141587865529505,TRUE,""
ENSG00000074800,ENO1,t2d,-0.0566657495508429,0.21129954733371,6.783e-05,22.1273,2038,0.00671703093719703,TRUE,""
ENSG00000074964,ARHGEF10L,t2d,-0.183610583901422,0.543291515984162,0.0001479,5.9185,3307,0.00637105963511691,TRUE,""
ENSG00000075391,RASAL2,t2d,-0.0985590852315894,0.632808379345506,1.052e-07,7.7659,3519,0.000528512059794407,TRUE,""
ENSG00000075945,KIFAP3,t2d,0.0644567739545143,0.75306025988077,0.0002453,15.0355,4940,0.00873458567139625,TRUE,""
ENSG00000076258,FMO4,t2d,0.0303158724117184,0.604407833489165,9.654e-05,24.5424,4208,0.00415281430831213,TRUE,""
ENSG00000076321,KLHL20,t2d,-0.135950503615728,0.108570595211122,0.002015,18.0672,2526,0.01426309603811,TRUE,""
ENSG00000076864,RAP1GAP,t2d,-0.00977385971636643,0.518558117191478,0.0006609,101.1046,2976,0.00401475735346525,TRUE,""
ENSG00000077585,GPR137B,t2d,0.0403210645888298,0.152115557750044,1.456e-05,51.411,3803,0.0012465085303994,TRUE,""
ENSG00000078618,NRD1,t2d,0.0178380438931774,0.52379920995388,0.0001359,34.1451,1818,0.00295319064212552,TRUE,""
ENSG00000079277,MKNK1,t2d,-0.0568937201857126,0.127953408798885,0.0006121,40.2036,2297,0.0109793643431558,TRUE,""
ENSG00000079335,CDC14A,t2d,-0.0163098890555731,0.409371590694505,0.000206,71.8444,2684,0.00537209685117947,TRUE,""
ENSG00000081019,RSBN1,t2d,-0.0136489473622572,0.95309266714744,1.834e-06,12.9496,2142,0.00455625197321454,TRUE,""
ENSG00000081026,MAGI3,t2d,-1.04545835917333,0.000112599799796834,1.834e-06,6.1037,2173,0.707389231013638,TRUE,""
ENSG00000081237,PTPRC,t2d,0.178934664171705,0.742970580158334,0.001744,7.8783,3992,0.015313678274234,TRUE,""
ENSG00000081692,JMJD4,t2d,-0.113797384692359,0.0244489453100894,0.0008577,32.3786,3834,0.0499752244526923,TRUE,""
ENSG00000081721,DUSP12,t2d,-0.17818819424261,0.367789802401594,0.001249,14.2988,3745,0.0114810105203195,TRUE,""
ENSG00000081870,HSPB11,t2d,0.237642898478783,0.153127451019669,0.001828,12.5891,2642,0.0188112250483536,TRUE,""
ENSG00000081985,IL12RB2,t2d,0.0322011479216145,0.424825852274388,0.0001849,44.2676,3045,0.0060442767198247,TRUE,""
ENSG00000082512,TRAF5,t2d,0.112848018113323,0.106853179931224,0.0003937,20.3474,4110,0.0087750633334938,TRUE,""
ENSG00000084073,ZMPSTE24,t2d,0.182160819698728,0.0378986341626873,0.001053,16.0254,2489,0.0260013937296,TRUE,""
ENSG00000084623,EIF3I,t2d,-0.167947094214295,0.434655471356171,0.0004059,7.9798,1188,0.00955836078667753,TRUE,""
ENSG00000084652,TXLNA,t2d,-0.208773143856023,0.438339659586755,0.0004059,10.0796,1188,0.00956786192540371,TRUE,""
ENSG00000085465,OVGP1,t2d,-0.0589719222262063,0.0707265941816825,2e-07,54.7789,3272,0.00102374872786664,TRUE,""
ENSG00000085491,SLC25A24,t2d,-0.0621936700755635,0.0165102695592076,3.104e-05,63.5825,2471,0.0198052568167329,TRUE,""
ENSG00000085552,IGSF9,t2d,0.0760321726299444,0.805981023569994,0.001063,9.6821,3180,0.0083671687549215,TRUE,""
ENSG00000085999,RAD54L,t2d,-0.254080753649025,0.295072448864971,0.000891,6.2237,2185,0.0131614999216955,TRUE,""
ENSG00000086015,MAST2,t2d,0.152508745288179,0.0902429296078083,0.000891,16.0243,2119,0.0165471924840237,TRUE,""
ENSG00000086619,ERO1LB,t2d,0.198281353225504,0.000179079478826866,1.456e-05,26.4336,3781,0.542181781573365,TRUE,""
ENSG00000088280,ASAP3,t2d,0.0571655627672779,0.557513723043715,0.003197,18.8782,1990,0.00594527904666013,TRUE,""
ENSG00000090020,SLC9A1,t2d,0.113204919126621,0.381573905705021,5.839e-05,11.8995,1087,0.00599296402650957,TRUE,""
ENSG00000090273,NUDC,t2d,0.179624567009631,0.509169946999647,1.953e-06,9.9413,1311,0.00329474494251393,TRUE,""
ENSG00000090432,MUL1,t2d,-0.0176038979027607,0.685179538328076,2.273e-06,53.6683,3101,0.00375535120034081,TRUE,""
ENSG00000090686,USP48,t2d,-0.0901145648693255,0.0295684102252801,0.0006609,44.534,3006,0.0111133277214603,TRUE,""
ENSG00000092621,PHGDH,t2d,0.0599444105669285,0.123077303638512,1.151e-10,59.8913,1120,2.85739544644679e-07,TRUE,""
ENSG00000092850,TEKT2,t2d,0.174935721389755,0.391365938307552,0.0005004,8.5378,1552,0.00648566932173067,TRUE,""
ENSG00000092969,TGFB2,t2d,0.742711855138952,0.0149605211207802,1.302e-12,6.8959,4175,0.0936099247062448,TRUE,""
ENSG00000092978,GPATCH2,t2d,0.325196692655617,0.127411255755891,0.0006043,6.7951,4466,0.0142417574428691,TRUE,""
ENSG00000094975,SUCO,t2d,-0.172763932183326,0.294549800454678,1.024e-06,8.0377,3184,0.00126800651952885,TRUE,""
ENSG00000097021,ACOT7,t2d,0.0635831301632364,0.544757950630745,2.626e-06,22.341,2804,0.00549331446258818,TRUE,""
ENSG00000097033,SH3GLB1,t2d,0.0757117005872285,0.621127602858424,0.0006028,20.0448,2974,0.00891377423044167,TRUE,""
ENSG00000097046,CDC7,t2d,-0.0275573209610192,0.426349141743277,0.0003562,76.9393,2813,0.00388740579854978,TRUE,""
ENSG00000097096,SYDE2,t2d,0.0612159355692512,0.624920362458645,7.252e-05,11.5422,3558,0.0045010526019373,TRUE,""
ENSG00000116133,DHCR24,t2d,-0.0458443529786526,0.317310507862914,0.001997,30.101,3098,0.00611491743974675,TRUE,""
ENSG00000116138,DNAJC16,t2d,-0.0955530265615941,0.551684329116147,1.768e-05,9.3142,2901,0.00232033518702422,TRUE,""
ENSG00000116157,GPX7,t2d,-0.0738551801926437,0.0341063682557791,0.001114,85.0997,2242,0.00673601435004772,TRUE,""
ENSG00000116161,CACYBP,t2d,-0.224321168735042,0.31171599740689,0.002015,6.8903,3444,0.00615861191013562,TRUE,""
ENSG00000116171,SCP2,t2d,-0.00948189691275231,0.677714132479616,0.00136,97.5326,2661,0.0128886411459173,TRUE,""
ENSG00000116191,RALGPS2,t2d,0.0943920661327892,0.699227377203946,1.052e-07,9.5848,4345,0.000686433908785176,TRUE,""
ENSG00000116198,CEP104,t2d,-0.0226619466111617,0.523888659409192,0.002706,94.2134,2814,0.0071174462191818,TRUE,""
ENSG00000116199,FAM20B,t2d,-0.0854965831932406,0.169131444702671,0.0001351,22.9015,4169,0.0051440364338831,TRUE,""
ENSG00000116205,TCEANC2,t2d,0.254651744027112,0.350647889704459,0.001828,14.0484,2587,0.0182605423764629,TRUE,""
ENSG00000116212,LRRC42,t2d,-0.271015353513872,0.0333005892645286,0.001828,15.0629,2653,0.0395505342506165,TRUE,""
ENSG00000116221,MRPL37,t2d,0.0348506876281113,0.639050659512982,0.001828,24.5712,2538,0.00611898420232351,TRUE,""
ENSG00000116260,QSOX1,t2d,0.00871499828069371,0.735485394111986,0.0001351,56.6971,4392,0.00235542092970805,TRUE,""
ENSG00000116266,STXBP3,t2d,0.000871749766447985,0.991035193564713,3.104e-05,13.6993,1718,0.00273751202135441,TRUE,""
ENSG00000116273,PHF13,t2d,-0.257456998688752,0.000170569197531103,2.626e-06,21.4001,2703,0.765407639114927,TRUE,""
ENSG00000116285,ERRFI1,t2d,0.0313654940693806,0.887849686162036,0.002626,6.2304,2756,0.00625596138412612,TRUE,""
ENSG00000116288,PARK7,t2d,-0.10259724626433,0.0298987911015437,0.002626,38.2446,2867,0.0562318060779019,TRUE,""
ENSG00000116299,KIAA1324,t2d,0.106357545102423,3.00975129645412e-05,2.834e-06,150.1966,1726,0.00371651421657839,TRUE,""
ENSG00000116350,SRSF4,t2d,-0.145827113853182,0.306557600891335,7.602e-06,10.1152,2300,0.00494279233284554,TRUE,""
ENSG00000116353,MECR,t2d,0.00842492781391662,0.971305304800452,7.602e-06,10.5447,2363,0.00463266154373515,TRUE,""
ENSG00000116396,KCNC4,t2d,0.0149171548980039,0.950779127092922,2e-07,5.6859,2617,0.00237851708551892,TRUE,""
ENSG00000116455,WDR77,t2d,-0.173699828453798,0.0730236380198054,2e-07,10.1049,3305,0.00224817485176077,TRUE,""
ENSG00000116459,ATP5F1,t2d,-0.519184810221863,0.0587253475542951,2e-07,5.3141,3311,0.00234396755457609,TRUE,""
ENSG00000116489,CAPZA1,t2d,0.175514803962207,0.243345009148762,1.834e-06,7.1444,1955,0.00728843287788685,TRUE,""
ENSG00000116497,S100PBP,t2d,0.0314241723227922,0.414447545405588,0.0004059,41.7592,1870,0.00469809718205167,TRUE,""
ENSG00000116514,RNF19B,t2d,0.282321776531233,0.0261564788469179,0.0004059,18.6522,2012,0.0652246775210791,TRUE,""
ENSG00000116574,RHOU,t2d,0.0401193193729089,0.375576602091406,1.864e-09,28.3544,2581,1.93895110020482e-05,TRUE,""
ENSG00000116584,ARHGEF2,t2d,-0.860693075122969,0.00118764817263944,0.0001772,6.8819,1652,0.673171136586286,TRUE,""
ENSG00000116586,LAMTOR2,t2d,-0.184488269137024,0.635529620145236,0.0001772,6.3653,1779,0.00929408934817305,TRUE,""
ENSG00000116641,DOCK7,t2d,0.00234034885253853,0.958025455470674,5.007e-05,30.3199,2772,0.00352404556139895,TRUE,""
ENSG00000116667,C1orf21,t2d,0.209671595135394,0.124518154058014,0.0003655,12.5491,3125,0.0144796692269278,TRUE,""
ENSG00000116678,LEPR,t2d,-0.109689035943853,0.0173450660135913,6.719e-07,53.3618,3093,0.00816479237514991,TRUE,""
ENSG00000116679,IVNS1ABP,t2d,0.139864918144488,0.0443392358133193,0.004703,23.4645,2565,0.0321410751021976,TRUE,""
ENSG00000116685,KIAA2013,t2d,0.0190239666226109,0.163662994494723,0.000302,52.765,2312,0.0152069109264148,TRUE,""
ENSG00000116690,PRG4,t2d,-0.0513946487896274,0.523411686170748,0.0008961,23.095,3153,0.0059564402570814,TRUE,""
ENSG00000116691,MIIP,t2d,0.198542650179303,0.0128760418357853,0.000302,17.3339,2203,0.0739097899261384,TRUE,""
ENSG00000116698,SMG7,t2d,-0.0759399874150132,0.00269979606326019,0.0003655,84.9036,3592,0.189278143099968,TRUE,""
ENSG00000116701,NCF2,t2d,-0.108921541759671,0.15627208493238,0.0003655,18.2681,3505,0.0110385050873822,TRUE,""
ENSG00000116704,SLC35D1,t2d,-0.0259156171699577,0.359317338329571,0.0001849,30.415,3313,0.00480633825882746,TRUE,""
ENSG00000116711,PLA2G4A,t2d,0.0516500441920747,0.488744120386507,0.0007202,18.5121,3894,0.00449341623334143,TRUE,""
ENSG00000116717,GADD45A,t2d,0.102624021133,0.777783572846261,0.0001849,7.8979,3186,0.00821207005404406,TRUE,""
ENSG00000116729,WLS,t2d,0.0092384746129322,0.773839501564727,0.0006921,79.2477,2809,0.0625264234654084,TRUE,""
ENSG00000116731,PRDM2,t2d,0.26746248721748,0.41325337549364,3.475e-05,4.7917,2841,0.00575288921771351,TRUE,""
ENSG00000116741,RGS2,t2d,0.0255576850539452,0.742069580112409,0.0004362,18.0468,3230,0.00356551455428986,TRUE,""
ENSG00000116747,TROVE2,t2d,0.0491503426728594,0.716978423529816,0.0004362,14.89,3259,0.0037564953938712,TRUE,""
ENSG00000116750,UCHL5,t2d,0.199585163799955,0.259463716493134,0.0004362,9.3412,3282,0.00715656224319775,TRUE,""
ENSG00000116752,BCAS2,t2d,0.034430060134398,0.913909936512377,0.0007969,5.3437,2554,0.00510833989046858,TRUE,""
ENSG00000116761,CTH,t2d,-0.00833069987849944,0.795435211338969,0.0002827,49.2148,2536,0.00404599373582625,TRUE,""
ENSG00000116786,PLEKHM2,t2d,0.112030642329191,0.0524983683203137,1.768e-05,25.0855,2649,0.0129425654594627,TRUE,""
ENSG00000116791,CRYZ,t2d,0.0187904025764243,0.311145900875411,0.001539,111.9405,2540,0.00671253482204566,TRUE,""
ENSG00000116793,PHTF1,t2d,0.00561640748253324,0.929393771944136,1.834e-06,22.185,2186,0.00214124722227143,TRUE,""
ENSG00000116809,ZBTB17,t2d,0.42116595785424,0.0179286398502756,1.768e-05,7.9023,1919,0.0298322682689962,TRUE,""
ENSG00000116815,CD58,t2d,-0.0589175772041244,0.829467463683656,2.471e-08,8.0515,1975,5.70243780245605e-05,TRUE,""
ENSG00000116824,CD2,t2d,-0.539851073857051,0.0609130778447485,2.471e-08,8.7828,2081,0.000355485601739747,TRUE,""
ENSG00000116852,KIF21B,t2d,0.577097465939059,0.124560062196129,8.788e-07,8.53,4062,0.00502403172840014,TRUE,""
ENSG00000116857,TMEM9,t2d,-0.0140455390807478,0.354484476873312,8.788e-07,95.0383,3848,0.00216110908249092,TRUE,""
ENSG00000116871,MAP7D1,t2d,-0.0209072832181761,0.487608432517512,0.0005004,45.6743,1704,0.00470567357302581,TRUE,""
ENSG00000116874,WARS2,t2d,0.0142134591953829,0.507464612174167,1.151e-10,73.7533,2383,6.12228749311793e-08,TRUE,""
ENSG00000116885,OSCP1,t2d,-0.143409747724501,0.143115898802514,0.0005004,15.2151,2120,0.0098786349174808,TRUE,""
ENSG00000116898,MRPS15,t2d,-0.100678733031674,0.461218374590665,0.0005004,17.3264,2166,0.00768280950180298,TRUE,""
ENSG00000116903,EXOC8,t2d,-0.0289838551917987,0.566529099453598,0.0001878,25.9323,3910,0.00455738227876934,TRUE,""
ENSG00000116906,GNPAT,t2d,-0.050275341518104,0.382435435138237,0.0001878,24.4287,3919,0.00559323909500384,TRUE,""
ENSG00000116922,C1orf109,t2d,-0.0737937896377457,0.236228639816427,2.082e-11,29.2883,2501,0.00869923426958914,TRUE,""
ENSG00000116957,TBCE,t2d,-0.090583639375257,0.0272587615109838,1.456e-05,33.2317,3119,0.0112159192298347,TRUE,""
ENSG00000116962,NID1,t2d,-0.0123004045149492,0.916166996259808,1.456e-05,14.299,3868,0.00122389163590206,TRUE,""
ENSG00000116977,LGALS8,t2d,-0.0401173473016415,0.544292426754408,1.456e-05,58.9439,3971,0.0034004497228149,TRUE,""
ENSG00000116983,HPCAL4,t2d,0.0293932078135098,0.308093422255691,7.658e-14,82.0124,2310,5.00001880696485e-10,TRUE,""
ENSG00000116984,MTR,t2d,-0.236264000853056,0.440348448566574,1.456e-05,17.8239,4355,0.00537257653458411,TRUE,""
ENSG00000116990,MYCL1,t2d,-0.0137254316343473,0.929393771944136,7.658e-14,8.2677,2318,1.95627775465777e-10,TRUE,""
ENSG00000116991,SIPA1L2,t2d,0.00768235244729867,0.818934466742529,0.0001878,50.3215,4129,0.00513653614291325,TRUE,""
ENSG00000117000,RLF,t2d,-0.242855171590977,0.444998638848483,0.0005978,7.087,2496,0.00752182314440277,TRUE,""
ENSG00000117009,KMO,t2d,-0.107943277633973,0.542394927467182,0.000949,26.0308,3610,0.0148549612358841,TRUE,""
ENSG00000117016,RIMS3,t2d,-0.0123000380057354,0.775096962195985,0.001053,37.6259,2738,0.00433383089702638,TRUE,""
ENSG00000117020,AKT3,t2d,0.0131007870091054,0.924523853799985,0.006484,12.1454,2024,0.00464540767081014,TRUE,""
ENSG00000117036,ETV3,t2d,-0.44978797103371,0.0763693458268968,0.004576,5.5024,3526,0.0198987718480685,TRUE,""
ENSG00000117054,ACADM,t2d,0.00260860094159806,0.943725473930833,9.531e-05,41.5554,3692,0.00346579905341819,TRUE,""
ENSG00000117091,CD48,t2d,0.0718409956133394,0.156580407089635,0.001063,32.9829,2821,0.0122902562334205,TRUE,""
ENSG00000117115,PADI2,t2d,0.00201064147421323,0.943725473930833,0.0006923,119.418,2275,0.00889557481984104,TRUE,""
ENSG00000117133,RPF1,t2d,0.0918222343418481,0.591476757503743,1.942e-05,21.5008,3239,0.00640678345648683,TRUE,""
ENSG00000117143,UAP1,t2d,-0.0354260748420848,0.594971496951515,0.0004229,21.1031,4601,0.00437890091880399,TRUE,""
ENSG00000117151,CTBS,t2d,0.0142974189240076,0.834212236432498,1.942e-05,33.5534,3144,0.00390195743902699,TRUE,""
ENSG00000117155,SSX2IP,t2d,0.0978517011407323,0.384538052996623,7.252e-05,21.7893,3198,0.009107141971734,TRUE,""
ENSG00000117174,ZNHIT6,t2d,0.0158888589915884,0.681617864273084,7.252e-05,35.7805,3501,0.00389145545461078,TRUE,""
ENSG00000117222,RBBP5,t2d,0.407197982096021,0.0607927235305228,9.455e-06,6.81,3345,0.0136874198289586,TRUE,""
ENSG00000117228,GBP1,t2d,-0.318340054131784,0.0861530044137937,0.003181,7.7459,2385,0.0164247577523178,TRUE,""
ENSG00000117242,PINK1-AS,t2d,0.0139828188592505,0.662911145572604,2.273e-06,21.6545,3097,0.00269796446663921,TRUE,""
ENSG00000117266,CDK18,t2d,0.126381942325722,0.610051461795039,1.213e-07,7.1696,2610,0.00337824931362619,TRUE,""
ENSG00000117280,RAB7L1,t2d,-0.0671644815143562,0.0587253475542951,1.213e-07,37.4911,2490,0.0027343384721404,TRUE,""
ENSG00000117281,CD160,t2d,-0.00594288175157931,0.900523550339774,0.005793,19.8564,42,0.00401868759980326,TRUE,""
ENSG00000117305,HMGCL,t2d,0.00464411260820623,0.9655696322607,0.003197,22.9187,2045,0.00673158534816989,TRUE,""
ENSG00000117322,CR2,t2d,-0.25223272272276,0.0516263302503125,0.000686,12.6894,2873,0.0216921061686912,TRUE,""
ENSG00000117335,CD46,t2d,0.31250581383375,0.152264358219396,0.000686,7.7321,2993,0.00934378760514648,TRUE,""
ENSG00000117362,APH1A,t2d,-0.0391809060736759,0.846741794556795,9.493e-06,6.294,1674,0.00336086674436374,TRUE,""
ENSG00000117385,LEPRE1,t2d,0.0592713245879017,0.214788174676816,2.469e-05,29.4289,2523,0.0068889431064731,TRUE,""
ENSG00000117394,SLC2A1,t2d,0.278811380084427,0.0441672566805102,2.469e-05,10.2437,2574,0.0254309063150457,TRUE,""
ENSG00000117395,EBNA1BP2,t2d,-0.0066156490804951,0.892745130936117,0.0009271,29.5245,2345,0.00429071419988164,TRUE,""
ENSG00000117399,CDC20,t2d,0.322233670008967,0.0346435859635324,0.0009271,5.6022,2322,0.0323953679944545,TRUE,""
ENSG00000117400,MPL,t2d,0.125884219027791,0.0346435859635324,0.0009271,14.3403,2328,0.0343136365335037,TRUE,""
ENSG00000117408,IPO13,t2d,-0.305554340695386,0.219987070960781,0.0007634,9.146,2060,0.0154187329394879,TRUE,""
ENSG00000117410,ATP6V0B,t2d,-0.173902634195087,0.12560992086816,0.0007634,24.5712,2100,0.0238187233398034,TRUE,""
ENSG00000117425,PTCH2,t2d,0.17969702990686,0.348104848262237,0.0007634,7.5136,1955,0.00633031141413159,TRUE,""
