"gene","outcome","nsnp","b","se","pval","method","ok","note"
"PPARG","ebi-a-GCST005194",6,0.0747705713813822,0.0414064479871904,0.0709540854002901,"Inverse variance weighted (multiplicative random effects)",TRUE,"clump 8→harmonise 6"
"PPARG","ebi-a-GCST005194",6,0.0747705713813822,0.0284793565582708,0.00865394734665158,"Inverse variance weighted (fixed effects)",TRUE,"clump 8→harmonise 6"
"PPARG","ebi-a-GCST005194",6,0.0719649909195064,0.0302722242531783,0.0174417218275319,"Weighted median",TRUE,"clump 8→harmonise 6"
"PPARG","ebi-a-GCST005194",6,0.0232646015525022,0.0714141470598754,0.760928008571742,"MR Egger",TRUE,"clump 8→harmonise 6"
"KCNJ11","ebi-a-GCST005194",1,0.0351740115592756,0.0546122811051911,0.519531471756493,"Wald ratio",TRUE,"clump 1→harmonise 1"
"DPP4","ebi-a-GCST005194",3,-0.0305663755542639,0.143308517233768,0.831100218297405,"Inverse variance weighted (multiplicative random effects)",TRUE,"clump 3→harmonise 3"
"DPP4","ebi-a-GCST005194",3,-0.0305663755542639,0.0648371941027081,0.637331746136562,"Inverse variance weighted (fixed effects)",TRUE,"clump 3→harmonise 3"
"DPP4","ebi-a-GCST005194",3,-0.0574357421578349,0.0664485492502018,0.38738789368927,"Weighted median",TRUE,"clump 3→harmonise 3"
"DPP4","ebi-a-GCST005194",3,-0.222253712957145,0.842330914781694,0.835767312519642,"MR Egger",TRUE,"clump 3→harmonise 3"
"INSR","ebi-a-GCST005194",4,0.0923683861709975,0.0909228237774967,0.309677587688386,"Inverse variance weighted (multiplicative random effects)",TRUE,"clump 4→harmonise 4"
"INSR","ebi-a-GCST005194",4,0.0923683861709975,0.0873104069398227,0.290086900672862,"Inverse variance weighted (fixed effects)",TRUE,"clump 4→harmonise 4"
"INSR","ebi-a-GCST005194",4,0.0608123026624377,0.114136883287734,0.594170995137936,"Weighted median",TRUE,"clump 4→harmonise 4"
"INSR","ebi-a-GCST005194",4,0.686475876750336,0.515911146294288,0.314748857793308,"MR Egger",TRUE,"clump 4→harmonise 4"
"TCF7L2","ebi-a-GCST005194",5,0.0301863909207162,0.0236466060003116,0.201756442733084,"Inverse variance weighted (multiplicative random effects)",TRUE,"clump 5→harmonise 5"
"TCF7L2","ebi-a-GCST005194",5,0.0301863909207162,0.0375132893010042,0.421001328121752,"Inverse variance weighted (fixed effects)",TRUE,"clump 5→harmonise 5"
"TCF7L2","ebi-a-GCST005194",5,0.0252375082830501,0.0407363083075383,0.535564949955499,"Weighted median",TRUE,"clump 5→harmonise 5"
"TCF7L2","ebi-a-GCST005194",5,-0.00239177645365577,0.0698513397771951,0.974835853227251,"MR Egger",TRUE,"clump 5→harmonise 5"
"PRKAA1","ebi-a-GCST005194",2,0.103102243396022,0.0301101862773021,0.000616691850231251,"Inverse variance weighted (multiplicative random effects)",TRUE,"clump 2→harmonise 2"
"PRKAA1","ebi-a-GCST005194",2,0.103102243396022,0.105030969892818,0.326278913372645,"Inverse variance weighted (fixed effects)",TRUE,"clump 2→harmonise 2"
"GLP1R","ebi-a-GCST005186",0,NA,NA,NA,NA,FALSE,"
Status code from OpenGWAS API: 401

Message: {""message"":""Unknown error.""}"
"SLC5A2","ebi-a-GCST005186",1,-0.0317866899850082,0.104029167223663,0.759943064406937,"Wald ratio",TRUE,"clump 1→harmonise 1"
"PPARG","ebi-a-GCST005186",4,0.00533381618618439,0.00226442972491423,0.0184988531173842,"Inverse variance weighted (multiplicative random effects)",TRUE,"clump 8→harmonise 4"
"PPARG","ebi-a-GCST005186",4,0.00533381618618439,0.0174059837807163,0.759272870629875,"Inverse variance weighted (fixed effects)",TRUE,"clump 8→harmonise 4"
"PPARG","ebi-a-GCST005186",4,0.00514249119448477,0.0185770533025486,0.781918682933827,"Weighted median",TRUE,"clump 8→harmonise 4"
"PPARG","ebi-a-GCST005186",4,0.00371570311834986,0.0291521858464296,0.910236836377024,"MR Egger",TRUE,"clump 8→harmonise 4"
"KCNJ11","ebi-a-GCST005186",1,-0.0453559622738028,0.0296202202604426,0.125707617716504,"Wald ratio",TRUE,"clump 1→harmonise 1"
"DPP4","ebi-a-GCST005186",2,0.00719378155645586,0.00695276985551201,0.300825794382831,"Inverse variance weighted (multiplicative random effects)",TRUE,"clump 3→harmonise 2"
"DPP4","ebi-a-GCST005186",2,0.00719378155645586,0.0375090417144487,0.84790832404699,"Inverse variance weighted (fixed effects)",TRUE,"clump 3→harmonise 2"
"INSR","ebi-a-GCST005186",2,-0.0668777131725465,0.108254680989427,0.53671953846152,"Inverse variance weighted (multiplicative random effects)",TRUE,"clump 4→harmonise 2"
"INSR","ebi-a-GCST005186",2,-0.0668777131725465,0.078094974942658,0.391796555523492,"Inverse variance weighted (fixed effects)",TRUE,"clump 4→harmonise 2"
"TCF7L2","ebi-a-GCST005186",2,-0.0294043613024348,0.00115141897565956,7.55984694658096e-144,"Inverse variance weighted (multiplicative random effects)",TRUE,"clump 5→harmonise 2"
"TCF7L2","ebi-a-GCST005186",2,-0.0294043613024348,0.0214181079364256,0.169791552793943,"Inverse variance weighted (fixed effects)",TRUE,"clump 5→harmonise 2"
"PRKAA1","ebi-a-GCST005186",1,-0.00687675184741845,0.0584523907030568,0.906347316282193,"Wald ratio",TRUE,"clump 2→harmonise 1"
