gene,symbol,outcome,stage2_b,stage2_pval,stage2_q,n_eqtl_cis,n_gwas_region,n_coloc,PP.H0,PP.H1,PP.H2,PP.H3,PP.H4,PP.H4_p12e6,top_snp,tier,ok,note,gtex_tissue,gtex_pval,concordant
ENSG00000119684,MLH3,cad,0.0885863507119136,6.38048825638341e-05,0.0002013084108929,7033,4929,4766,0.0,1.541791320973e-05,0.0,0.125359827134604,0.874624754952309,0.410935031967413,rs175065,strong,True,,no_cover,,
ENSG00000119718,EIF2B2,cad,0.0547354771637968,0.0074319537367862,0.0103794195740032,7107,4970,4807,0.0,4.88954178127196e-06,0.0,0.0390722974097221,0.96092281304837,0.710902266202662,rs175057,strong,True,,no_cover,,
ENSG00000122557,HERPUD2,t2d,-0.174902188383004,0.0196665212565486,0.0240164371731061,8332,4123,4114,7.99571663515291e-171,0.0514110730753762,2.85069184598128e-171,0.0173982641561772,0.93119066276845,0.575063202373986,rs2392376,strong,True,,no_cover,,
ENSG00000130475,FCHO1,cad,-0.182084247116462,2.96270982656386e-07,1.82859724779318e-06,8078,6308,6048,2.76587899900948e-206,1.0065294892686502e-09,1.3105061526904401e-198,0.0467372938601889,0.953262705133287,0.67101139027669,rs10402507,strong,True,,no_cover,,
ENSG00000130856,ZNF236,t2d,-0.333261801246451,1.41536848517948e-05,5.04385860173051e-05,11669,5126,5114,3.9927667296541e-75,0.0177369326501737,1.07308254934588e-74,0.046733653873555,0.935529413476269,0.592019065817769,rs62113105,strong,True,,no_cover,,
ENSG00000132128,LRRC41,cad,-1.5776067733437,8.24482805387294e-21,1.8202043472781e-19,7703,4313,4113,5.4342416984139596e-11,0.0679023162115204,1.8826396574624298e-11,0.0226146073907359,0.909483076324573,0.501188613250933,rs147526786,strong,True,,no_cover,,
ENSG00000132793,LPIN3,cad,0.89672651546477,3.70868010561491e-07,2.24082355855048e-06,7660,5552,5371,4.50888545185669e-07,0.0003947166245691,5.06111832955638e-05,0.0433498123421411,0.95620440896145,0.685864025601694,rs6129773,strong,True,,no_cover,,
ENSG00000134802,SLC43A3,t2d,-1.2848300475914,2.11273003586211e-05,6.73325344762558e-05,8184,4513,4506,2.77643165847854e-24,0.0106796340466771,4.7332337330529705e-23,0.181257301202466,0.808063064750858,0.296272442771614,rs6591424,strong,True,,no_cover,,
ENSG00000135070,ISCA1,fbg,-0.0362241160040011,7.87291357094322e-41,9.44749628513187e-40,7378,1986,1957,0.0,0.0608142915749146,0.0,0.0198287273097409,0.919356981115333,0.532717473577938,rs2147063,strong,True,,no_cover,,
ENSG00000136715,SAP130,cad,-0.402030832797716,5.5899806267151e-09,4.5192237742739e-08,8999,6201,6002,3.10578472387785e-83,0.0884964201223897,3.18659101229369e-83,0.0899773932665274,0.82152618661109,0.315212152562255,rs114192718,strong,True,,no_cover,,
ENSG00000138131,LOXL4,cad,-0.653060411883109,4.84410412635905e-06,2.12253112101534e-05,7786,5076,4906,5.3492756756527e-09,0.0092801273992399,2.72492941967818e-08,0.0463287234167481,0.944391116585441,0.629392692734978,rs11189523,strong,True,,no_cover,,
ENSG00000138160,KIF11,t2d,-1.83211659421256,2.28581698277329e-34,4.71600135393226e-33,7605,3666,3664,1.39296464841512e-48,3.95727842259508e-34,4.16385241575968e-16,0.117408445756027,0.882591554243968,0.429134948420825,rs1111875,strong,True,,no_cover,,
ENSG00000141452,C18orf8,t2d,-0.179562898229089,4.1901548574299e-12,4.4392992003041094e-11,6989,3041,3036,3.53940195821081e-250,0.0012207843575945,3.22985397799867e-249,0.0101515458968892,0.988627669745569,0.896835667220848,rs1788799,strong,True,,no_cover,,
ENSG00000142669,SH3BGRL3,t2d,-0.481526928084917,7.94857794313288e-23,1.24633702148323e-21,6363,2083,2083,5.28865785473684e-51,0.0005695531176386,8.42917574344861e-50,0.0080863149938667,0.991344131888493,0.919697137746707,rs7551751,strong,True,,no_cover,,
ENSG00000144749,LRIG1,t2d,-0.174666079725986,4.9461119612238304e-23,8.0786495366655795e-22,9688,4079,4070,1.82445109392296e-293,0.0231246562655616,4.3976710528618803e-293,0.0548177930845182,0.922057550649883,0.541914358614406,rs17775391,strong,True,,no_cover,,
ENSG00000145214,DGKQ,cad,-0.0562741754145946,0.0006336038392064,0.0012412580331212,9098,5677,5504,0.0,0.144922579552999,0.0,0.03705618338922,0.818021237058054,0.310113915929487,rs1377586,strong,True,,no_cover,,
ENSG00000145375,SPATA5,t2d,-1.31552092693078,2.03276427768894e-05,6.64036330711722e-05,8105,3854,3848,2.10697751705673e-08,0.0005966294869762,2.97831179886224e-06,0.0834204036068406,0.915979967524608,0.521575131865413,rs11098676,strong,True,,no_cover,,
ENSG00000145431,PDGFC,t2d,0.289768591378333,0.0018396061746967,0.0025939770520903,9246,4707,4701,3.72123125768898e-101,0.0057261106991947,3.34837243174444e-100,0.050579981667983,0.943693907632831,0.626308864605237,rs1425486,strong,True,,no_cover,,
ENSG00000146830,GIGYF1,t2d,-0.413758757488916,1.75620669577016e-26,3.2782524987709603e-25,7311,2703,2701,1.71880056917225e-142,0.0003824965928487,1.0182988845856899e-141,0.0012677412599385,0.998349762147204,0.983739130197901,rs506597,strong,True,,no_cover,,
ENSG00000148572,NRBF2,t2d,-0.198168638621171,0.0108943078121353,0.0137760279430872,7708,4119,4115,5.76800795559751e-107,0.0889401768461538,6.51575551262456e-107,0.0996587182222659,0.811401104931589,0.30080970427036,rs34119992,strong,True,,no_cover,,
ENSG00000149084,HSD17B12,t2d,-0.0800829546245988,0.0334187397985272,0.039939469515313,9137,4656,4647,0.0,0.0119898266664696,0.0,0.187805984977851,0.800204188355584,0.285974901092422,rs1061810,strong,True,,no_cover,,
ENSG00000150627,WDR17,cad,-0.357936447577608,0.0,0.0,9276,6155,5972,1.9613806293568502e-15,0.0845999711516905,8.35404772200205e-16,0.0351531566244224,0.880246872223885,0.423648151382389,rs72706320,strong,True,,no_cover,,
ENSG00000151465,CDC123,cad,0.119626187138955,0.0003380636764225,0.0007731017938905,9496,7269,6977,1.57175784982506e-192,3.58763967520615e-05,3.64097606663856e-189,0.0821898761746967,0.917774247428539,0.527446832635006,rs36062557,strong,True,,no_cover,,
ENSG00000157045,NTAN1,t2d,0.148961047692845,8.88596805655552e-09,6.45055458920327e-08,4910,1904,1899,4.03582389991516e-97,0.17340663243347,2.9051019565055203e-98,0.0116673814595693,0.814925986106974,0.305711948864399,rs2280018,strong,True,,no_cover,,
ENSG00000160563,MED27,t2d,0.484028084041588,1.55022237131617e-05,5.33058920663103e-05,7528,2656,2653,2.81312651963625e-29,0.0333081824943574,3.50630364200257e-29,0.0405894856707809,0.926102331834865,0.556191222358777,rs7043386,strong,True,,no_cover,,
ENSG00000161277,THAP8,t2d,-0.329123184866095,0.0,0.0,8110,2746,2743,2.2198079813235698e-79,0.0215461720397542,2.93546800891722e-79,0.0275416868897749,0.950912141070469,0.659535479763594,rs12981654,strong,True,,no_cover,,
ENSG00000161395,PGAP3,cad,0.0877058938783697,0.0175758190566525,0.0226200003105796,6803,4228,4082,0.0,0.0416674754814568,0.0,0.068312494735626,0.890020029782919,0.447286764469375,rs2952152,strong,True,,no_cover,,
ENSG00000163257,DCAF16,t2d,-0.317303900174054,0.0001170265770407,0.0002885183534588,9373,4042,4036,6.67783925269051e-75,0.112254914476373,2.95433675262068e-75,0.0488236725715028,0.83892141295213,0.342457818787719,rs7667864,strong,True,,no_cover,,
ENSG00000163577,EIF5A2,t2d,0.529277206925724,0.0012472518509482,0.0019478993050665,7853,3573,3569,1.04968237646156e-14,0.0013885666522113,1.32383380194474e-12,0.174298325098489,0.824313108247966,0.319354892455755,rs8192675,strong,True,,no_cover,,
ENSG00000163933,RFT1,t2d,-0.180448542624537,1.23883375996508e-07,7.47112052163557e-07,7357,2717,2712,1.84680275399963e-258,0.0002340776273471,1.03876793762753e-256,0.0121785362661115,0.987587386106579,0.888347010143618,rs2336725,strong,True,,no_cover,,
ENSG00000164535,DAGLB,cad,-0.0899076950380825,0.0066328139566396,0.009308643547949,11846,7320,7086,0.0,0.000251414855141,0.0,0.0362273129826871,0.963521272162061,0.725374591445659,rs13235365,strong,True,,no_cover,,
ENSG00000165609,NUDT5,t2d,0.281724997320616,0.0002362043653248,0.0005383262279495,9418,4102,4090,3.9555271414778e-130,6.43001575966111e-14,8.28300789918572e-120,0.0003468139072733,0.999653186092686,0.996542652432587,rs11257655,strong,True,,no_cover,,
ENSG00000169379,ARL13B,t2d,1.04386442634154,5.37273754655698e-07,2.82478729520414e-06,4036,1540,1539,1.38212417549334e-09,0.0016226604260796,5.44025481059482e-08,0.0629349851598218,0.935442298629427,0.591670380830312,rs62266124,strong,True,,no_cover,,
ENSG00000170145,SIK2,cad,0.200808602689182,4.37765917511947e-05,0.0001454850458907,7338,5130,4953,1.3424393748239401e-145,0.008830429564516,2.0651599566326402e-144,0.134987938247677,0.856181632187796,0.373167092590072,rs567859,strong,True,,no_cover,,
ENSG00000180530,NRIP1,cad,-0.223915363710233,2.70153316248844e-06,1.28155374815567e-05,9324,6191,5986,9.36428661555696e-75,0.0001877768228153,1.39877887164156e-73,0.0018068880125229,0.998005335164654,0.98040511863394,rs2823165,strong,True,,no_cover,,
ENSG00000181264,TMEM136,cad,0.729149092009567,3.01389645416632e-05,0.0001042154557043,8686,5656,5481,1.92058666579629e-05,0.0148197816628526,0.0001549362986581,0.11868684432261,0.866319231849221,0.393222572243543,rs4938809,strong,True,,no_cover,,
ENSG00000183049,CAMK1D,t2d,0.11991117377238,3.27876452474288e-06,1.41239087219693e-05,10819,4187,4180,0.0,6.43001575965965e-14,0.0,0.0003468139072729,0.9996531860928,0.996542652432813,rs11257655,strong,True,,no_cover,,
ENSG00000186130,ZBTB6,t2d,0.693254553069462,0.0001546938187172,0.0003675150117404,7353,3217,3211,6.310230126873471e-35,0.015221179616531,2.98935101792234e-34,0.0711938467139301,0.913584973669545,0.51390384499805,rs2239540,strong,True,,no_cover,,
ENSG00000187486,KCNJ11,t2d,0.595181300858269,3.9776513897556e-16,5.029804338013541e-15,6929,3478,3474,6.6525231634879905e-46,4.9421755022771805e-15,1.40470091541963e-32,0.103459028811951,0.896540971188041,0.464256878897758,rs757110,strong,True,,Pancreas,0.0378086594703814,True
ENSG00000187942,LDLRAD2,cad,1.46947683431988,7.45849536905671e-05,0.0002289399113282,8787,6095,5929,0.0015420020207634,0.0745389602519812,0.0020567748302676,0.0985993417552728,0.823262921141715,0.317784377641424,rs114661372,strong,True,,no_cover,,
ENSG00000188277,C15orf62,cad,0.637245154846097,4.9728017436522e-57,2.8543882008563596e-55,6465,4698,4477,5.0960259079195e-07,0.0088927861115464,1.04402540771323e-05,0.181377240257292,0.809719023774493,0.298510757911518,rs17716350,strong,True,,no_cover,,
ENSG00000196072,BLOC1S2,t2d,-0.656705814190135,5.36478227963317e-09,4.12351892865922e-08,7147,3241,3239,1.3003500628427698e-34,9.62277379411778e-06,3.6953865931590203e-31,0.0263727641682031,0.973617613057999,0.78679891279249,rs17882802,strong,True,,no_cover,,
ENSG00000196378,ZNF34,t2d,0.224923137663057,1.94079210840636e-06,8.64534666471922e-06,3960,239,239,2.1140293252067398e-187,0.0026162204095674,1.2988900975155e-185,0.15990687713212,0.837476902458287,0.340063435855353,rs4637890,strong,True,,no_cover,,
ENSG00000196821,C6orf106,cad,0.204301219560476,2.52188018345912e-08,1.72650282795653e-07,8810,6338,6180,0.0,1.1429408113353e-06,0.0,0.105883212796232,0.894115644262981,0.457826074152085,rs3800461,strong,True,,no_cover,,
ENSG00000197702,PARVA,t2d,-0.453287205074138,7.4454263034334e-11,7.29651777736473e-10,9379,4672,4651,5.3864291304153495e-43,0.0924051558085358,8.38377202485805e-44,0.0134884045237789,0.89410643966769,0.457801941784355,rs4757405,strong,True,,no_cover,,
ENSG00000198353,HOXC4,cad,-0.375595881247518,0.0004577971934744,0.0009805059293072,6501,4897,4709,6.86797700326173e-63,1.13587390491576e-07,3.9914123709341796e-57,0.0650778376583444,0.934922048754275,0.589595212380254,rs1133773,strong,True,,no_cover,,
ENSG00000198492,YTHDF2,t2d,-0.226647752028734,1.40892452880734e-05,5.04385860173051e-05,5614,2239,2237,9.60590043364726e-46,0.0559208123373865,5.8975701670073406e-46,0.0334220862821115,0.910657101380508,0.504774748639818,rs3753693,strong,True,,no_cover,,
ENSG00000203288,RP11-98D18.9,cad,0.276223593540895,4.88241767512975e-15,8.00716498721278e-14,4537,4048,3765,3.0995022602323e-34,1.88800401619594e-06,1.93224374176355e-29,0.116815842878411,0.883182269117576,0.430535084445647,rs1521185,strong,True,,no_cover,,
ENSG00000205238,SPDYE2,t2d,0.186481598719547,1.32197538221379e-05,4.84312476474586e-05,4824,2499,2492,3.58247835571437e-53,0.0060151340007546,1.8983435930828403e-52,0.0309109248889273,0.963073941110323,0.722846942280451,rs7781557,strong,True,,no_cover,,
ENSG00000212541,U6,cad,-0.0919022377526945,3.9497700653244903e-10,3.97748774999343e-09,5931,5506,5155,8.156724392575881e-157,2.79159904168825e-06,3.5324209974043197e-153,0.0111006415818147,0.988896566819144,0.899053356945322,rs61776719,strong,True,,no_cover,,
ENSG00000213277,RP11-332O19.3,cad,-0.700460148408917,0.0,0.0,6153,4547,4382,7.10812182889387e-39,2.18536446445352e-10,2.75735883756259e-30,0.0838577849125727,0.916142214868887,0.522101634629003,rs11191472,strong,True,,no_cover,,
ENSG00000213390,ARHGAP19,t2d,-0.11300382375144,0.0006850931846114,0.0012491001319427,7464,3085,3078,0.0,0.0179754230208058,0.0,0.142729937806771,0.839294639172335,0.343080605979914,rs8181326,strong,True,,no_cover,,
ENSG00000214413,BBIP1,t2d,0.247346712767743,4.50006896331016e-07,2.48454511777124e-06,8001,3974,3967,2.01585592359392e-31,0.0590983405319517,3.0114591461830803e-31,0.0874327205829815,0.853468938885073,0.368068167097822,rs10787287,strong,True,,no_cover,,
ENSG00000215251,FASTKD5,cad,0.191888620355927,1.31485135155828e-05,5.06526628049967e-05,9356,6428,6204,2.77517520686668e-85,0.0688646788499959,1.14208012055459e-85,0.0274364868694377,0.903698834280561,0.484113009707551,rs860735,strong,True,,no_cover,,
ENSG00000226920,RP5-1068B5.3,t2d,-0.939883123466774,1.62964898396809e-06,7.42816746180805e-06,6838,3030,3028,2.44240706359867e-10,0.000492862131045,7.34635181374769e-08,0.147392568558796,0.852114495602402,0.365562261168169,rs927204,strong,True,,no_cover,,
ENSG00000229666,MAST4-AS1,t2d,-0.150027981673134,2.65042752056378e-06,1.15440843117889e-05,6475,3688,3673,7.51830719034861e-66,0.0021507693438519,7.71627849668785e-65,0.0210972799012611,0.97675195075488,0.807745405974416,rs173651,strong,True,,no_cover,,
ENSG00000230069,LRRC37A15P,t2d,0.0927580698043969,0.0,0.0,7141,3351,3349,3.47769340429085e-310,6.8372628857248e-06,1.01731408505793e-306,0.0190197656799091,0.980973397057212,0.837551549985909,rs223490,strong,True,,no_cover,,
ENSG00000230224,PHBP9,t2d,-0.241384017830306,0.032085143409457,0.038462924209502,6145,3229,3227,2.5930264757025796e-30,9.87886126456969e-06,7.36896544435738e-27,0.0271012507384099,0.972888870400323,0.782064903751619,rs11591741,strong,True,,no_cover,,
ENSG00000230925,RP11-176F3.7,t2d,0.165663075821358,1.3639935758038e-05,4.95079149736192e-05,5690,2997,2994,2.1514541615156102e-54,1.14114110719178e-05,1.43365156857699e-50,0.0751166616347321,0.924871926954197,0.551782633201248,rs1758632,strong,True,,no_cover,,
ENSG00000235513,RP4-756G23.5,t2d,0.216389271071411,5.54040402420701e-06,2.28614566051489e-05,6037,2372,2367,8.52301200232683e-28,0.0086346803121837,5.50666629864051e-27,0.0548516314671027,0.936513688220717,0.595982888786906,rs85220,strong,True,,no_cover,,
ENSG00000237429,RP1-159A19.4,cad,-0.599442180934275,9.42739345922682e-06,3.83781833021007e-05,4178,3516,3322,1.48489160657669e-05,0.0156788530179108,5.18625377184777e-05,0.0538308197249488,0.930423615803356,0.572150284001925,rs17361686,strong,True,,no_cover,,
ENSG00000242142,SERBP1P3,t2d,0.0634674360313482,4.40348588930748e-07,2.46595209801219e-06,4979,2658,2654,0.0,0.0003683059902846,0.0,0.0197364799265009,0.979895214083185,0.82975651941083,rs4687701,strong,True,,no_cover,,
ENSG00000242288,RP11-464F9.1,t2d,0.354744169660228,7.91304065576988e-07,3.92647080640733e-06,3647,2037,2033,6.680042528652789e-18,0.0008916897473586,4.46001576389336e-16,0.0585942915257503,0.940514018726893,0.612563533034679,rs7908825,strong,True,,no_cover,,
ENSG00000245556,CTD-2037K23.2,cad,0.0867395322337914,2.35353343771417e-28,7.50515662915519e-27,7134,5718,5439,4.17647259602756e-89,0.0655906826559665,7.84656717754841e-89,0.1224168054385,0.811992511905522,0.301624139894153,rs16875368,strong,True,,no_cover,,
ENSG00000246889,AP000487.5,cad,-0.379414119776061,2.72569946963114e-06,1.28241925866252e-05,8242,6226,6007,6.5385086587486194e-12,0.0022156779738285,1.91857468358829e-10,0.0640802599692799,0.933704061858495,0.584784517859431,rs34053053,strong,True,,no_cover,,
ENSG00000248677,CTD-2044J15.1,cad,0.245261592940675,0.0009908800950798,0.0017829629297047,8545,7271,7029,2.11418165933362e-09,0.0387303244875779,5.47018229551854e-09,0.0993479795641213,0.861921688363935,0.384322397913528,rs4389656,strong,True,,no_cover,,
ENSG00000248971,KRT8P46,t2d,0.1061700400041,9.76560027351335e-16,1.16003494158098e-14,7143,3354,3352,3.9300376421837e-230,6.83726300649341e-06,1.14963633586343e-226,0.0190197663057773,0.980973396431229,0.837551545422558,rs223490,strong,True,,no_cover,,
ENSG00000251288,RP11-10L12.2,t2d,0.163881129999089,3.6079151362383804e-09,2.8863321089907e-08,6835,3342,3340,7.50200974868355e-76,6.8373168009525e-06,2.1945288491364598e-72,0.0190199191480117,0.9809732435352,0.837550430860369,rs223490,strong,True,,no_cover,,
ENSG00000251582,RP11-464F9.9,t2d,0.358597129337517,2.97537746375533e-07,1.71521759675307e-06,3569,2003,1999,1.0385256206072001e-11,0.0014203909889157,6.93362409791244e-10,0.0939264901274314,0.904653118179906,0.486864236661422,rs11000760,strong,True,,no_cover,,
ENSG00000253878,RP11-347C18.3,t2d,0.532854018314692,8.58263577972377e-08,5.42644068653503e-07,7099,4948,4934,8.97675023983267e-06,0.0002235888741796,0.0026501067077428,0.0650756291633662,0.932041698504472,0.578324277805105,rs726816,strong,True,,no_cover,,
ENSG00000253981,ALG1L13P,t2d,0.1150759503391,0.0154763091678602,0.0193824702677355,5775,3406,3390,2.3205532281487397e-72,0.0056457647343876,7.36221838646044e-71,0.178302239405267,0.816051995860348,0.307302636312128,rs7837587,strong,True,,no_cover,,
ENSG00000256269,HMBS,cad,0.101337426547034,3.9534678264812e-05,0.0001334876783764,8104,5047,4887,0.0,0.0044536270825855,0.0,0.109404691994043,0.886141680923424,0.437660293165606,rs4614,strong,True,,no_cover,,
ENSG00000260233,RP11-856B14.1,t2d,0.284554169663926,5.40456752908954e-07,2.82478729520414e-06,5160,2073,2073,2.37606127258674e-27,0.0010054003175274,5.51994388530782e-26,0.0223803311059022,0.976614268576567,0.806804787856933,rs1194104,strong,True,,no_cover,,
ENSG00000260252,RP11-384M15.3,cad,0.321409672478785,2.58901582359301e-05,9.23040424063594e-05,4740,4592,4216,3.90302094393824e-07,3.94176233617639e-06,0.0133719243027357,0.134194110818338,0.852429632814496,0.366142965742029,rs1050362,strong,True,,no_cover,,
ENSG00000263883,RP11-51F16.5,t2d,-0.6927050112448,1.62306371671158e-06,7.42816746180805e-06,5635,2131,2126,2.64902870597657e-12,0.0014964587070333,3.45867737495225e-10,0.194579684516303,0.803923856428146,0.290783134959976,rs7223412,strong,True,,no_cover,,
ENSG00000264386,MIR4513,cad,0.278187455723926,7.68832631050691e-06,3.15221378730783e-05,4103,3815,3596,2.78793004196296e-05,0.0348776228092576,0.0001278119089306,0.159089654172945,0.805877031808448,0.293354833207773,rs12442901,strong,True,,no_cover,,
ENSG00000264508,Metazoa_SRP,cad,-0.243283870105641,0.0286011825291935,0.0354580535027151,5095,3119,2932,3.58800104015176e-13,0.0004749459256652,5.881833588304269e-11,0.0769356069956489,0.922589447019508,0.543756809338972,rs11204675,strong,True,,no_cover,,
ENSG00000264584,Metazoa_SRP,cad,-0.342684141578196,2.49741946478708e-07,1.59279863643087e-06,5097,3125,2938,1.37382521330973e-07,0.0004771381643403,2.27598836866884e-05,0.0781251371863616,0.92137482738309,0.539564593597151,rs10888385,strong,True,,no_cover,,
ENSG00000266173,STRADA,t2d,-0.550391270548991,7.68577425107161e-07,3.86259423900009e-06,5846,2074,2070,4.22838933649143e-35,0.0011723325345176,5.52071918563091e-33,0.152216841950602,0.846610825514875,0.355643735089384,rs11079508,strong,True,,no_cover,,
ENSG00000267342,RP11-552F3.10,cad,0.123627468448683,2.22783345251322e-05,8.14507262256424e-05,7403,5405,5157,2.42327381137165e-33,0.0366308364000749,6.46189694774107e-33,0.096813156791666,0.866556006808261,0.393710861324883,rs3760128,strong,True,,no_cover,,
ENSG00000267698,AC002116.7,t2d,0.280787012342713,4.33970248944834e-05,0.0001250855423429,6098,2724,2720,5.67402898105917e-10,0.0648855278507839,7.50193115664228e-10,0.0849383816753322,0.850176089156289,0.36202120052175,rs10418015,strong,True,,no_cover,,
ENSG00000268471,DKFZP434I0714,t2d,-0.445431366989514,4.7914079722855e-07,2.60865545157766e-06,7110,3364,3359,2.5813866701869402e-14,2.36903121754798e-05,1.68602705195751e-10,0.15388666565577,0.846089643863427,0.354725831856517,rs9991574,strong,True,,no_cover,,
